EinheitMastrNummer,Gemeindeschluessel,Landkreis,Gemeinde,Laengengrad,Breitengrad,Inbetriebnahmedatum,EinheitBetriebsstatus,Bruttoleistung,Nettonennleistung,Lage
SEE937408408209,12066052,Oberspreewald-Lausitz,Calau,13.887667,51.751067,2013-12-20,35,3075.000,3075.000,888
SEE931517980045,06535003,Vogelsbergkreis,Feldatal,9.213834,50.654867,1996-12-10,35,500.000,500.000,888
SEE980832519997,07140064,Rhein-Hunsrück-Kreis,Kastellaun,7.504740,50.098814,2013-05-29,35,3050.000,3050.000,888
SEE980215683871,12073578,Uckermark,Uckerfelde,13.956132,53.218703,2003-06-27,35,1800.000,1800.000,888
SEE955331434928,12073578,Uckermark,Uckerfelde,13.954244,53.258254,2003-05-08,38,1800.000,1800.000,888
SEE909554557087,07140010,Rhein-Hunsrück-Kreis,Beltheim,7.494592,50.099142,2013-06-21,35,3050.000,3050.000,888
SEE931614297749,03351025,Celle,Eschede,10.269303,52.675739,2004-12-20,35,2000.000,2000.000,888
SEE996498047170,05566004,Steinfurt,Altenberge,6.421906,52.018038,2003-12-17,35,1000.000,1000.000,888
SEE995869256487,07140080,Rhein-Hunsrück-Kreis,Laudert,7.616558,50.085783,2013-10-02,35,3050.000,3050.000,888
SEE999650271062,07140080,Rhein-Hunsrück-Kreis,Laudert,7.621088,50.084289,2013-12-16,35,3050.000,3050.000,888
SEE912668398965,01054109,Nordfriesland,Risum-Lindholm,8.842550,54.729052,2015-08-27,35,3300.000,3300.000,888
SEE913922256120,12073578,Uckermark,Uckerfelde,13.949759,53.257766,2003-05-13,35,1800.000,1800.000,888
SEE941096660764,03361001,Verden,Achim,9.106866,53.065217,2000-12-20,35,1650.000,1650.000,888
SEE983953677928,12070096,Prignitz,Gerdshagen,12.208537,53.227980,2002-03-22,35,1500.000,1500.000,888
SEE921124576199,12070096,Prignitz,Gerdshagen,12.210732,53.222340,2002-04-02,35,1500.000,1500.000,888
SEE954229611274,12073578,Uckermark,Uckerfelde,13.949695,53.254647,2003-04-30,35,1800.000,1800.000,888
SEE964202693180,01054109,Nordfriesland,Risum-Lindholm,8.841834,54.726024,2015-08-27,35,3300.000,3300.000,888
SEE966859782880,03361001,Verden,Achim,9.107875,53.067367,2002-09-17,35,1650.000,1650.000,888
SEE967156226985,03453008,Cloppenburg,Garrel,7.975945,52.923277,1995-10-11,35,600.000,600.000,888
SEE974385250216,12073429,Uckermark,Nordwestuckermark,13.763792,53.329997,2000-01-12,38,750.000,750.000,888
SEE982320844789,01054022,Nordfriesland,Dagebüll,8.849549,54.726509,2015-08-28,35,3300.000,3300.000,888
SEE956434764936,05315000,Köln,Köln,6.993469,50.798073,2001-12-18,35,1500.000,1500.000,888
SEE935211064896,08225032,Neckar-Odenwald-Kreis,Hardheim,9.515690,49.555340,2003-11-12,35,1000.000,1000.000,888
SEE984216241443,03361005,Verden,Kirchlinteln,9.285463,52.985355,2004-05-18,35,1650.000,1650.000,888
SEE923278817166,07333012,Donnersbergkreis,Bubenheim,8.136297,49.619405,2014-07-23,35,2530.000,2530.000,888
SEE959082576845,12073532,Uckermark,Schwedt/Oder,14.274039,53.105268,2004-03-08,35,2000.000,2000.000,888
SEE900732677283,12070096,Prignitz,Gerdshagen,12.207729,53.220363,1999-12-29,35,1500.000,1500.000,888
SEE941698247851,12070096,Prignitz,Gerdshagen,12.206583,53.222782,1999-12-30,35,1500.000,1500.000,888
SEE929072780026,09773187,Dillingen a.d. Donau,Zöschingen,10.282602,48.688018,2013-02-14,35,2400.000,2400.000,888
SEE900728396181,12073532,Uckermark,Schwedt/Oder,14.270171,53.106824,2004-03-23,35,2000.000,2000.000,888
SEE911262241646,05334028,Städteregion Aachen,Simmerath,6.289010,50.660498,2016-11-30,35,3300.000,3300.000,888
SEE974581347246,12073532,Uckermark,Schwedt/Oder,14.271877,53.103990,2003-12-18,35,1800.000,1800.000,888
SEE931804519668,05334028,Städteregion Aachen,Simmerath,6.290660,50.657640,2016-11-15,35,3300.000,3300.000,888
SEE980958513282,07141038,Rhein-Lahn-Kreis,Eppenrod,7.927232,50.394908,2002-04-15,35,600.000,600.000,888
SEE976323218944,12073532,Uckermark,Schwedt/Oder,14.263535,53.107845,2003-12-17,35,1800.000,1800.000,888
SEE947471816610,07235037,Trier-Saarburg,Gusterath,6.706328,49.718618,2000-08-24,35,660.000,660.000,888
SEE963367418034,12067036,Oder-Spree,Beeskow,14.224931,52.198388,2003-04-01,35,2000.000,2000.000,888
SEE961441464366,03251007,Diepholz,Bassum,8.696872,52.821048,2017-08-14,35,3450.000,3450.000,888
SEE912285542611,12067072,Oder-Spree,Briesen (Mark),14.222482,52.201204,2003-04-04,35,2000.000,2000.000,888
SEE976909298551,05570036,Warendorf,Sassenberg,8.025617,52.014859,2004-11-12,35,1800.000,1800.000,888
SEE992245311594,03455025,Friesland,Bockhorn,8.032758,53.436901,2001-04-22,35,1800.000,1800.000,888
SEE962557116590,03455025,Friesland,Bockhorn,8.030311,53.435022,2001-05-04,35,1800.000,1800.000,888
SEE913821890975,12062461,Elbe-Elster,Schönewalde,13.202199,51.844641,2002-12-19,35,600.000,600.000,888
SEE991709850587,03361005,Verden,Kirchlinteln,9.291107,52.981278,2004-04-29,35,1650.000,1650.000,888
SEE924886502567,12062128,Elbe-Elster,Falkenberg/Elster,13.165090,51.561633,2013-11-25,35,2000.000,2000.000,888
SEE972642923156,01061034,Steinburg,Heiligenstedten,9.457780,53.972401,2020-12-22,35,4200.000,4200.000,888
SEE907489250011,03361001,Verden,Achim,9.075417,53.029144,2003-03-01,35,1650.000,1650.000,888
SEE944203463227,05334028,Städteregion Aachen,Simmerath,6.297076,50.661486,2016-11-25,35,3300.000,3300.000,888
SEE962579543305,12062461,Elbe-Elster,Schönewalde,13.203347,51.847964,2002-12-19,35,600.000,600.000,888
SEE951393508881,05334028,Städteregion Aachen,Simmerath,6.298864,50.658442,2016-11-29,35,3300.000,3300.000,888
SEE937640723795,05334028,Städteregion Aachen,Simmerath,6.307020,50.660565,2016-12-13,35,3300.000,3300.000,888
SEE922861098111,05334028,Städteregion Aachen,Simmerath,6.310250,50.658040,2016-12-20,35,3300.000,3300.000,888
SEE924562777579,05334028,Städteregion Aachen,Simmerath,6.307418,50.653855,2016-12-22,35,3300.000,3300.000,888
SEE913654324159,12071057,Spree-Neiße,Drebkau,14.130136,51.675456,2010-01-18,35,2000.000,2000.000,888
SEE990999622089,03361001,Verden,Achim,9.069093,53.027921,2002-12-19,35,1650.000,1650.000,888
SEE902495978973,01055032,Ostholstein,Neustadt in Holstein,10.872564,54.160043,2014-02-13,35,2300.000,2300.000,888
SEE970586827530,12062128,Elbe-Elster,Falkenberg/Elster,13.167645,51.558911,2014-03-11,35,3000.000,3000.000,888
SEE966463499556,01061077,Steinburg,Nortorf,9.320278,53.930278,2001-06-28,35,1500.000,1500.000,888
SEE921718912112,03251007,Diepholz,Bassum,8.672763,52.988168,2006-04-28,35,2000.000,2000.000,888
SEE922996200397,12062128,Elbe-Elster,Falkenberg/Elster,13.173597,51.559328,2014-03-17,35,3000.000,3000.000,888
SEE909038247138,05358036,Düren,Linnich,6.297541,51.010512,2016-05-17,35,3170.000,3170.000,888
SEE932156453594,12062128,Elbe-Elster,Falkenberg/Elster,13.178679,51.558469,2014-03-21,35,3000.000,3000.000,888
SEE941026970543,12062128,Elbe-Elster,Falkenberg/Elster,13.186855,51.569294,2014-04-10,35,3000.000,3000.000,888
SEE902948335896,05358036,Düren,Linnich,6.299353,51.007802,2016-05-19,35,3170.000,3170.000,888
SEE965753412985,06532001,Lahn-Dill-Kreis,Aßlar,8.458913,50.637784,2017-04-25,35,2780.000,2780.000,888
SEE978170516129,14627130,Meißen,Lommatzsch,13.281591,51.211715,2006-09-22,35,2000.000,2000.000,888
SEE924472627629,06532001,Lahn-Dill-Kreis,Aßlar,8.466471,50.638276,2017-04-25,35,2780.000,2780.000,888
SEE944358736214,06532001,Lahn-Dill-Kreis,Aßlar,8.469507,50.634975,2017-05-31,35,2780.000,2780.000,888
SEE915080825736,06532001,Lahn-Dill-Kreis,Aßlar,8.466526,50.633070,2017-05-31,35,2780.000,2780.000,888
SEE917138637216,06532001,Lahn-Dill-Kreis,Aßlar,8.475147,50.629136,2017-05-31,35,2780.000,2780.000,888
SEE900468736315,03357016,Rotenburg (Wümme),Gnarrenburg,8.935145,53.396837,2012-10-18,35,800.000,800.000,888
SEE916431641111,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.131018,50.556741,2000-09-30,35,1000.000,1000.000,888
SEE923857228628,06532001,Lahn-Dill-Kreis,Aßlar,8.474413,50.625813,2017-03-25,35,2780.000,2780.000,888
SEE976681875711,12067072,Oder-Spree,Briesen (Mark),14.224852,52.196194,2003-04-10,35,2000.000,2000.000,888
SEE937490049953,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.139841,50.554939,2000-09-30,35,1000.000,1000.000,888
SEE970387702623,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.131709,50.558810,2000-09-30,35,1000.000,1000.000,888
SEE925150874144,03357016,Rotenburg (Wümme),Gnarrenburg,8.943408,53.395631,2012-10-18,35,800.000,800.000,888
SEE975583101263,12067072,Oder-Spree,Briesen (Mark),14.241258,52.205327,2003-04-14,35,2000.000,2000.000,888
SEE970927912635,12067072,Oder-Spree,Briesen (Mark),14.238918,52.202696,2003-04-16,35,2000.000,2000.000,888
SEE963442366717,03357016,Rotenburg (Wümme),Gnarrenburg,8.946664,53.389914,2017-08-07,35,800.000,800.000,888
SEE954125107918,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.139452,50.557826,2000-09-30,37,1000.000,1000.000,888
SEE957434306485,01051006,Dithmarschen,Barlt,9.070751,54.009139,2015-08-03,35,3050.000,3050.000,888
SEE961987335441,12067072,Oder-Spree,Briesen (Mark),14.239408,52.200541,2003-04-22,35,2000.000,2000.000,888
SEE919793169491,03452012,Aurich,Ihlow,7.387253,53.400997,2000-08-08,38,1500.000,1500.000,888
SEE919799284976,01061077,Steinburg,Nortorf,9.326111,53.932500,2001-06-28,35,1500.000,1500.000,888
SEE908471447792,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.139452,50.557826,2000-09-30,35,1000.000,1000.000,888
SEE998454192641,12067072,Oder-Spree,Briesen (Mark),14.245939,52.208073,2003-04-24,35,2000.000,2000.000,888
SEE974420619411,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.129449,50.558146,2000-09-30,35,1000.000,1000.000,888
SEE906308868215,12067072,Oder-Spree,Briesen (Mark),14.243293,52.200998,2003-04-29,35,2000.000,2000.000,888
SEE958467516247,01053014,Herzogtum Lauenburg,Breitenfelde,10.650249,53.591352,2016-01-26,35,2350.000,2350.000,888
SEE972196583103,01061077,Steinburg,Nortorf,9.327750,53.926692,2001-06-22,35,1500.000,1500.000,888
SEE988795477705,06535018,Vogelsbergkreis,Ulrichstein,9.244862,50.597484,1997-11-26,35,600.000,600.000,888
SEE918712540076,03452012,Aurich,Ihlow,7.390130,53.398899,2000-02-09,38,1500.000,1500.000,888
SEE959052613341,12067072,Oder-Spree,Briesen (Mark),14.211691,52.191656,2002-11-26,35,2000.000,2000.000,888
SEE927111549696,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.247483,50.599097,1997-11-26,38,600.000,600.000,888
SEE980258892216,16071048,Weimarer Land,Kromsdorf,11.482588,51.078940,,31,4380.000,4380.000,888
SEE972440740122,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.248040,50.597558,1997-11-26,38,600.000,600.000,888
SEE928409321574,01051006,Dithmarschen,Barlt,9.080652,54.009519,2015-09-07,35,3050.000,3050.000,888
SEE904201197739,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.244554,50.595229,1997-11-26,38,600.000,600.000,888
SEE966965155899,06535018,Vogelsbergkreis,Ulrichstein,9.248398,50.595769,1997-11-26,35,600.000,600.000,888
SEE908513554570,01061077,Steinburg,Nortorf,9.329925,53.923000,2001-06-21,35,1500.000,1500.000,888
SEE965361320207,12071057,Spree-Neiße,Drebkau,14.134647,51.674287,2009-12-30,35,2000.000,2000.000,888
SEE946570524112,15084282,Burgenlandkreis,Lanitz-Hassel-Tal,11.488906,51.078016,,31,4380.000,4380.000,888
SEE958352783525,06535012,Vogelsbergkreis,Lautertal (Vogelsberg),9.243528,50.593541,1997-11-26,38,600.000,600.000,888
SEE924521216088,03455025,Friesland,Bockhorn,8.034517,53.434447,2000-11-20,35,1500.000,1500.000,888
SEE934079361710,16071048,Weimarer Land,Kromsdorf,11.477862,51.075827,,31,4380.000,4380.000,888
SEE919032494308,12071057,Spree-Neiße,Drebkau,14.131327,51.671387,2009-12-31,35,2000.000,2000.000,888
SEE958166135657,01061077,Steinburg,Nortorf,9.331971,53.920378,2001-06-20,35,1500.000,1500.000,888
SEE946306871930,16071048,Weimarer Land,Kromsdorf,11.484490,51.074596,,31,4380.000,4380.000,888
SEE992535597882,06535018,Vogelsbergkreis,Ulrichstein,9.247388,50.594297,1997-11-26,35,600.000,600.000,888
SEE917668832624,01051006,Dithmarschen,Barlt,9.076390,54.006980,2015-07-22,35,3050.000,3050.000,888
SEE944751669737,12071057,Spree-Neiße,Drebkau,14.137834,51.672206,2009-12-30,35,2000.000,2000.000,888
SEE934800429153,16071048,Weimarer Land,Kromsdorf,11.492046,51.074852,,31,4380.000,4380.000,888
SEE914057114378,06535018,Vogelsbergkreis,Ulrichstein,9.242642,50.591457,1997-11-26,35,600.000,600.000,888
SEE949022169213,12071057,Spree-Neiße,Drebkau,14.133471,51.668191,2009-12-21,35,2000.000,2000.000,888
SEE942335309932,12071057,Spree-Neiße,Drebkau,14.139639,51.667013,2009-12-23,35,2000.000,2000.000,888
SEE938789646457,12071057,Spree-Neiße,Drebkau,14.145093,51.666073,2009-12-28,35,2000.000,2000.000,888
SEE988530078174,12071057,Spree-Neiße,Drebkau,14.141128,51.663940,2010-08-17,35,2000.000,2000.000,888
SEE964449859639,01051006,Dithmarschen,Barlt,9.058854,53.997576,2015-10-01,35,3050.000,3050.000,888
SEE945682703972,12071057,Spree-Neiße,Drebkau,14.148048,51.660430,2010-06-29,35,2000.000,2000.000,888
SEE959217965513,01051006,Dithmarschen,Barlt,9.065300,53.997088,2015-09-14,35,3050.000,3050.000,888
SEE908299207479,12071057,Spree-Neiße,Drebkau,14.148112,51.663146,2010-06-30,35,2000.000,2000.000,888
SEE991564216894,05774040,Paderborn,Bad Wünnenberg,8.802249,51.551930,2015-08-31,35,3050.000,3050.000,888
SEE974217390394,09475156,Hof,Naila,11.716045,50.309216,2014-11-05,35,3050.000,3050.000,888
SEE924397209948,09475171,Hof,Selbitz,11.718985,50.301042,2014-11-14,35,3050.000,3050.000,888
SEE996514680183,09475171,Hof,Selbitz,11.722967,50.299253,2015-12-24,35,3050.000,3050.000,888
SEE900696256234,03452012,Aurich,Ihlow,7.379304,53.399824,2000-05-08,38,1500.000,1500.000,888
SEE905584388226,12073452,Uckermark,Prenzlau,13.893553,53.344896,2005-09-14,35,2000.000,2000.000,888
SEE913762073642,03452012,Aurich,Ihlow,7.382679,53.398195,2000-07-25,35,1500.000,1500.000,888
SEE908554341283,12073452,Uckermark,Prenzlau,13.896605,53.342417,2005-09-07,35,2000.000,2000.000,888
SEE957263878467,03452012,Aurich,Ihlow,7.385855,53.396441,2000-01-26,35,1500.000,1500.000,888
SEE958381488712,03452012,Aurich,Ihlow,7.378635,53.395411,2000-05-03,35,1500.000,1500.000,888
SEE971277965692,03452012,Aurich,Ihlow,7.382635,53.393567,2000-01-14,35,1500.000,1500.000,888
SEE965602802882,03251007,Diepholz,Bassum,8.670311,52.989754,2008-03-10,35,2000.000,2000.000,888
SEE949530866925,03452012,Aurich,Ihlow,7.375628,53.393055,2000-04-20,35,1500.000,1500.000,888
SEE982094759463,01061034,Steinburg,Heiligenstedten,9.461806,53.969734,2020-12-04,35,4200.000,4200.000,888
SEE966643756769,03452012,Aurich,Ihlow,7.379325,53.391188,1999-12-24,35,1500.000,1500.000,888
SEE967806844828,05774040,Paderborn,Bad Wünnenberg,8.705912,51.543536,2015-07-15,35,2300.000,2300.000,888
SEE955294730082,03241012,Region Hannover,Neustadt am Rübenberge,9.489090,52.514263,1998-06-01,38,600.000,600.000,888
SEE979781566664,03452012,Aurich,Ihlow,7.372393,53.391565,2000-07-21,35,1500.000,1500.000,888
SEE901003229514,03452012,Aurich,Ihlow,7.375987,53.386941,1999-12-14,35,1500.000,1500.000,888
SEE962676777504,05558012,Coesfeld,Coesfeld,7.145161,51.875282,2021-01-29,35,4100.000,4100.000,888
SEE906081390422,03452012,Aurich,Ihlow,7.365547,53.391850,2000-03-09,35,1500.000,1500.000,888
SEE909870270196,03452012,Aurich,Ihlow,7.368619,53.389685,2000-02-24,35,1500.000,1500.000,888
SEE911218092957,01061077,Steinburg,Nortorf,9.324167,53.928889,2001-06-26,35,1500.000,1500.000,888
SEE929120425312,05558012,Coesfeld,Coesfeld,7.145325,51.871292,2021-04-09,35,4100.000,4100.000,888
SEE967498324264,01061077,Steinburg,Nortorf,9.331389,53.930556,2001-06-26,35,1500.000,1500.000,888
SEE969639063193,05558012,Coesfeld,Coesfeld,7.148901,51.868399,2021-04-07,35,4100.000,4100.000,888
SEE903000555665,05558012,Coesfeld,Coesfeld,7.152856,51.866177,2021-05-05,35,4100.000,4100.000,888
SEE941982919198,05558012,Coesfeld,Coesfeld,7.160562,51.867404,2021-02-23,35,4100.000,4100.000,888
SEE902557927567,03452012,Aurich,Ihlow,7.370700,53.387064,2000-02-15,35,1500.000,1500.000,888
SEE971888708282,03452012,Aurich,Ihlow,7.367900,53.384607,1999-12-31,35,1500.000,1500.000,888
SEE931743939244,05558012,Coesfeld,Coesfeld,7.153029,51.862304,2021-04-28,35,4100.000,4100.000,888
SEE972216360981,05558012,Coesfeld,Coesfeld,7.158750,51.860919,2021-04-27,35,4100.000,4100.000,888
SEE954970452461,03452012,Aurich,Ihlow,7.372972,53.383884,1999-12-09,35,1500.000,1500.000,888
SEE930474514485,05558012,Coesfeld,Coesfeld,7.164826,51.865070,2021-03-03,35,4100.000,4100.000,888
SEE968248532489,03452012,Aurich,Ihlow,7.370575,53.379437,1999-11-25,35,1500.000,1500.000,888
SEE990579331820,05558012,Coesfeld,Coesfeld,7.167623,51.862380,2021-03-16,35,4100.000,4100.000,888
SEE998781128283,12060024,Barnim,Biesenthal,13.453333,52.791667,2014-12-30,35,3050.000,3050.000,888
SEE928882238888,03452012,Aurich,Ihlow,7.359402,53.372627,2000-01-24,35,1500.000,1500.000,888
SEE904762054762,01055011,Ostholstein,Damlos,10.900010,54.232046,2013-08-07,35,2300.000,2300.000,888
SEE991462554869,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.806944,51.687222,2003-02-06,35,1300.000,1300.000,888
SEE917689898678,03452012,Aurich,Ihlow,7.359692,53.370890,2000-02-01,35,1500.000,1500.000,888
SEE939657617265,03452012,Aurich,Ihlow,7.355127,53.374275,2000-02-02,35,1500.000,1500.000,888
SEE970475095613,03452012,Aurich,Ihlow,7.354847,53.372068,2000-01-26,35,1500.000,1500.000,888
SEE933439075991,03452012,Aurich,Ihlow,7.354582,53.369869,2000-04-19,35,1500.000,1500.000,888
SEE912049554362,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.804722,51.691389,2003-02-05,35,1300.000,1300.000,888
SEE938002721534,03452012,Aurich,Ihlow,7.359008,53.369199,1999-12-22,38,1500.000,1500.000,888
SEE931515197889,03452012,Aurich,Ihlow,7.365787,53.382439,2001-01-22,35,1500.000,1500.000,888
SEE958027723290,03452012,Aurich,Ihlow,7.368354,53.377198,2001-02-02,35,1500.000,1500.000,888
SEE915656536172,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.798889,51.691944,2003-02-12,35,1300.000,1300.000,888
SEE948099319019,03452012,Aurich,Ihlow,7.361870,53.375088,2001-01-19,35,1500.000,1500.000,888
SEE958155552458,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.795556,51.689722,2003-02-13,35,1300.000,1300.000,888
SEE931061939001,01061077,Steinburg,Nortorf,9.317034,53.930578,2010-12-31,35,2300.000,2300.000,888
SEE996029469846,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.793333,51.686944,2003-02-26,35,1300.000,1300.000,888
SEE946112549696,09672131,Bad Kissingen,Maßbach,10.121896,50.254661,2015-10-22,35,2400.000,2400.000,888
SEE960791780119,05358036,Düren,Linnich,6.301313,51.004987,2016-05-24,35,3170.000,3170.000,888
SEE928236937030,01061077,Steinburg,Nortorf,9.322299,53.932226,2010-12-31,35,2300.000,2300.000,888
SEE998175959363,09672131,Bad Kissingen,Maßbach,10.126283,50.252405,2015-10-22,35,2400.000,2400.000,888
SEE982259338205,01061077,Steinburg,Nortorf,9.330526,53.932842,2010-12-31,35,2300.000,2300.000,888
SEE911458212801,09176137,Eichstätt,Kinding,11.233885,49.048906,2015-11-23,35,3170.000,3170.000,888
SEE907268536879,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.790556,51.684722,2003-10-17,35,2300.000,2300.000,888
SEE988683714691,05358036,Düren,Linnich,6.335005,51.010599,2016-05-27,35,3170.000,3170.000,888
SEE951701530092,01061119,Steinburg,Neuendorf-Sachsenbande,9.385989,53.948265,2005-09-05,35,2000.000,2000.000,888
SEE956332643258,05358036,Düren,Linnich,6.339668,51.013081,2016-06-01,35,3170.000,3170.000,888
SEE974602325277,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.796111,51.684167,2003-10-22,35,2300.000,2300.000,888
SEE990200801173,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.792778,51.682222,2003-10-29,35,2300.000,2300.000,888
SEE974554192873,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.789167,51.680000,2003-10-14,35,2300.000,2300.000,888
SEE941558853017,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.799722,51.696944,2003-10-31,35,2300.000,2300.000,888
SEE991757059314,01061119,Steinburg,Neuendorf-Sachsenbande,9.384406,53.951236,2005-09-07,35,2000.000,2000.000,888
SEE919174478860,07333031,Donnersbergkreis,Ilbesheim,8.076552,49.679773,1998-02-05,35,500.000,500.000,888
SEE920827671651,01059079,Schleswig-Flensburg,Silberstedt,9.398147,54.524496,2016-09-21,35,3000.000,3000.000,888
SEE936860383277,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.799722,51.698333,2003-11-07,35,2300.000,2300.000,888
SEE925258359444,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.808889,51.684722,2003-11-21,35,2300.000,2300.000,888
SEE908657150577,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.792500,51.694167,2003-11-14,35,2300.000,2300.000,888
SEE990759898228,01051011,Dithmarschen,Brunsbüttel,9.212869,53.894547,1997-03-27,35,1500.000,1500.000,888
SEE979539567813,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.798333,51.678056,2003-11-14,35,2300.000,2300.000,888
SEE965249409086,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.804167,51.678611,2003-11-19,35,2300.000,2300.000,888
SEE922344404354,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.802778,51.694167,2008-04-02,35,2000.000,2000.000,888
SEE933810671859,15082377,Anhalt-Bitterfeld,Südliches Anhalt,11.806667,51.681944,2008-04-11,35,2000.000,2000.000,888
SEE932916701705,15083298,Börde,Hohe Börde,11.365556,52.198333,2004-09-17,35,2300.000,2300.000,888
SEE937704602448,09176137,Eichstätt,Kinding,11.227143,49.047908,2015-11-25,35,3170.000,3170.000,888
SEE991009812827,15083298,Börde,Hohe Börde,11.351111,52.195556,2004-09-24,35,2300.000,2300.000,888
SEE963331512478,01055006,Ostholstein,Beschendorf,10.889588,54.192690,2012-08-13,35,2300.000,2300.000,888
SEE956026297163,09176137,Eichstätt,Kinding,11.228270,49.044885,2015-12-04,35,2400.000,2400.000,888
SEE900435740277,15083298,Börde,Hohe Börde,11.357500,52.190000,2003-12-09,35,2300.000,2300.000,888
SEE979434043597,01059079,Schleswig-Flensburg,Silberstedt,9.396403,54.527378,2016-09-01,35,3000.000,3000.000,888
SEE996234858138,03241021,Region Hannover,Wunstorf,9.372100,52.427300,2002-10-24,35,600.000,600.000,888
